player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,defensive_rating,offensive_rating,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,public_transfer_rank
Micah Peavy,Georgetown,BE,WI,6-8,80,179.0,Sr,2025,32.0,1114.9,87.1,17.1875,99.8,108.3,24.5,0.552,0.4,0.3,0.659,5.0,13.2,19.9,16.8,3.54081,3.082326,5.27442,1.59,5.27442,0.88,0.88,1.0,0.12,0.0,50.0,0,179
Hassan Diarra,Connecticut,BE,PU,6-2,74,210.0,Sr,2025,35.0,961.8,68.7,7.7429,99.8,115.2,20.6,0.5367000000000001,0.287,0.3,0.84,6.1,10.0,35.4,23.2,2.95526,3.066105,5.22035,1.36,5.22035,0.88,0.88,1.0,0.12,0.0,50.0,0,180
Solo Ball,Connecticut,BE,WI,6-3,75,210.0,So,2025,35.0,1094.8,78.2,14.4286,99.8,124.1,19.4,0.6015,0.414,0.3,0.841,2.8,11.0,9.8,10.1,4.15591,3.0654719999999998,5.21824,1.54,5.21824,0.88,0.88,1.0,0.12,0.0,50.0,0,181
Reyne Smith,Louisville,ACC,WI,6-2,74,210.0,Sr,2025,31.0,832.0,67.1,13.0968,99.8,123.7,16.9,0.5924,0.379,0.3,0.944,1.7,8.5,4.7,7.3,3.48425,3.056751,5.18917,1.17,5.18917,0.97,0.97,1.0,0.03,0.0,50.0,0,182
Khalif Battle,Gonzaga,WCC,WI,6-5,77,118.0,Sr,2025,35.0,929.6,66.4,13.5714,99.9,115.9,21.7,0.5987,0.347,0.3,0.932,1.7,13.3,8.8,14.3,3.03287,3.046908,5.15636,1.29,5.15636,0.82,0.82,1.0,0.18,0.0,50.0,0,183
Aaron Scott,St. John's,BE,WI,6-7,79,210.0,Sr,2025,36.0,964.8,67.0,8.4167,99.9,115.8,14.7,0.5051,0.293,0.3,0.81,7.2,9.7,5.9,9.1,2.02648,3.046863,5.15621,1.34,5.15621,0.88,0.88,1.0,0.12,0.0,50.0,0,184
Joe Bamisile,VCU,A10,WI,6-4,76,166.0,Sr,2025,34.0,911.2,67.0,14.9714,99.9,104.8,29.3,0.5448,0.32,0.3,0.64,6.9,14.2,15.9,19.2,2.60526,3.0229559999999998,5.07652,1.25,5.07652,0.77,0.77,1.0,0.23,0.0,50.0,0,185
Nate Kingz,Oregon St.,WCC,G,6-5,77,210.0,Sr,2025,30.0,771.6,64.3,11.7742,100.1,131.1,17.7,0.6531999999999999,0.444,0.3,0.813,3.1,8.3,12.3,10.4,3.63212,2.973894,4.91298,1.02,4.91298,0.82,0.82,1.0,0.18,0.0,50.0,0,186
Melvin Council Jr.,St. Bonaventure,A10,G,6-4,76,185.0,Jr,2025,33.0,1230.2,93.2,14.6176,100.2,107.2,23.7,0.505,0.298,0.3,0.819,3.4,14.5,23.5,12.4,2.91607,2.931876,4.77292,1.59,4.77292,0.77,0.77,1.0,0.23,0.0,50.0,0,187
Dain Dainja,Memphis,Amer,C,6-9,81,230.0,Sr,2025,35.0,940.8,67.2,14.5714,100.3,109.2,26.2,0.6151,0.0,0.3,0.586,11.9,18.3,13.1,21.9,2.7985,2.875317,4.58439,1.16,4.58439,0.79,0.79,1.0,0.21,0.0,50.0,0,188
Baba Miller,Florida Atlantic,Amer,PF,6-11,83,121.0,Jr,2025,33.0,988.7,74.9,11.2941,100.4,111.1,19.8,0.5777,0.348,0.3,0.635,5.5,19.5,16.3,17.9,2.30956,2.852922,4.50974,1.2,4.50974,0.79,0.79,1.0,0.21,0.0,50.0,0,189
Dillon Battie,Temple,Amer,C,6-8,80,210.0,Fr,2025,19.0,88.9,11.7,3.6,100.4,140.0,17.7,0.7062,0.2,0.3,0.714,11.7,15.0,4.5,4.4,1.36198,2.831259,4.43753,0.11,4.43753,0.79,0.79,1.0,0.21,0.0,50.0,0,190
Robbie Avila,Saint Louis,A10,PF,6-10,82,152.0,So,2025,30.0,951.6,79.3,17.2581,100.5,108.4,27.6,0.6048,0.357,0.3,0.764,4.1,18.2,23.7,20.8,3.60118,2.794434,4.31478,1.11,4.31478,0.77,0.77,1.0,0.23,0.0,50.0,0,191
Xzayvier Brown,Saint Joseph's,A10,G,6-2,74,179.0,So,2025,32.0,1050.9,82.1,17.5938,100.6,111.9,25.5,0.5660000000000001,0.35,0.3,0.897,2.2,13.6,24.4,16.9,3.89766,2.766648,4.22216,1.2,4.22216,0.77,0.77,1.0,0.23,0.0,50.0,0,192
Atin Wright,North Texas,Amer,G,6-1,73,210.0,Sr,2025,34.0,1037.7,76.3,15.1667,100.7,119.9,23.2,0.5839,0.401,0.3,0.94,2.0,8.1,5.1,9.8,3.67305,2.751348,4.17116,1.17,4.17116,0.79,0.79,1.0,0.21,0.0,50.0,0,193
Luke Bamgboye,VCU,A10,C,6-10,82,210.0,Fr,2025,34.0,572.6,42.1,3.8286,100.7,112.5,12.8,0.5788,0.0,0.3,0.486,11.0,10.4,4.7,19.7,0.749108,2.734617,4.11539,0.64,4.11539,0.77,0.77,1.0,0.23,0.0,50.0,0,194
Jared Billups,George Mason,A10,WI,6-4,76,210.0,Sr,2025,34.0,886.7,65.2,5.2353,100.7,111.0,12.7,0.5278,0.273,0.3,0.8,8.3,16.3,10.4,18.2,0.982963,2.7298470000000004,4.09949,0.98,4.09949,0.77,0.77,1.0,0.23,0.0,50.0,0,195
Tyrese Hunter,Memphis,Amer,G,6-0,72,116.0,Sr,2025,32.0,985.6,77.0,13.6562,100.8,111.1,20.2,0.5515,0.401,0.3,0.774,2.9,9.5,18.7,18.3,2.82841,2.6898720000000003,3.96624,1.06,3.96624,0.79,0.79,1.0,0.21,0.0,50.0,0,196
Sebastian Thomas,Rhode Island,A10,PU,6-1,73,151.0,Sr,2025,29.0,987.2,85.1,17.2069,100.8,109.1,26.8,0.5379999999999999,0.299,0.3,0.698,1.9,10.2,33.6,16.0,3.48901,2.6824380000000003,3.94146,1.05,3.94146,0.77,0.77,1.0,0.23,0.0,50.0,0,197
