player_name,school,conference,position,height,height_inches,weight,class,season_year,games,minutes,minutes_pct,ppg,rpg,apg,usage_rate,ts_pct,three_pt_pct,three_pt_attempt_rate,ft_pct,off_rebound_rate,def_rebound_rate,assist_rate,turnover_rate,steal_rate,block_rate,offensive_rating,defensive_rating,bpm,vorp,previous_bpm,conf_strength,conf_strength_from,conf_strength_to,conf_upgrade,future_bpm,future_impact_score,transfer_success,transferred,school_destination,data_year,public_transfer_rank
Cade Martin,Florida State,OVC,PG,6-3,75,203,R-JR,2024,33,487.85493843718325,36.95870745736237,9.8,2.2,2.8,19.4,0.543,0.316,0.448,0.683,2.6,9.5,23.0,19.5,1.41,2.85,102.0,101.9,-1.56,-0.38,-1.56,0.69,0.69,0.94,0.25,-2.74,33.6,0,1,DePaul,2024,1828
Brandon Turner,Creighton,WCC,C,6-11,83,235,R-JR,2024,29,549.874988788164,47.40301627484173,12.4,5.3,2.0,23.2,0.428,0.266,0.278,0.6,6.8,22.4,16.7,9.7,1.2,7.06,98.5,91.6,-0.53,-0.15,-0.53,0.82,0.82,0.71,-0.11,-2.74,33.5,0,1,Duquesne,2024,1829
Kofi Rivera,Wichita State,CUSA,PF,6-8,80,194,R-JR,2023,23,218.22842446040016,23.720480919608715,1.4,4.4,0.5,10.0,0.586,0.254,0.082,0.594,14.3,10.2,4.2,17.6,2.1,4.06,106.7,99.0,-1.59,-0.17,-1.59,0.74,0.74,0.82,0.08,-2.74,33.6,0,1,Vanderbilt,2023,1830
Luka Stewart,Notre Dame,SEC,SF,6-8,80,167,FR,2022,25,593.7612039038497,59.37612039038498,7.2,2.7,0.8,17.9,0.61,0.317,0.391,0.684,3.2,11.9,6.6,15.5,2.42,2.23,108.2,102.6,0.17,0.05,0.17,0.96,0.96,0.83,-0.13,-2.75,33.5,0,1,Oregon,2022,1831
Kyle Johnson,Kentucky,SEC,PF,6-8,80,186,R-JR,2023,27,595.7662508798165,55.163541748131166,7.7,5.0,2.1,25.5,0.491,0.234,0.097,0.701,8.5,19.3,17.4,13.2,0.2,5.32,110.1,98.4,0.34,0.1,0.34,0.96,0.96,0.77,-0.19,-2.75,33.5,0,1,George Mason,2023,1832
Cole Murphy,Mississippi State,SEC,PG,6-2,74,181,R-FR,2022,19,304.1068762781025,40.014062668171384,2.8,2.5,0.7,14.5,0.517,0.318,0.411,0.659,1.8,12.2,6.1,21.8,1.97,0.83,105.9,99.7,-0.99,-0.15,-0.99,0.96,0.96,0.74,-0.22,-2.75,33.5,0,1,Seton Hall,2022,1833
Damian Hill,Memphis,WAC,SF,6-6,78,207,R-JR,2023,27,229.50358571983196,21.25033201109555,6.6,2.9,1.6,20.6,0.606,0.321,0.308,0.757,3.3,12.6,13.7,11.1,0.84,1.6,109.7,100.9,-4.13,-0.47,-4.13,0.7,0.7,0.94,0.24,-2.75,33.5,0,1,Pittsburgh,2023,1834
Alex Stewart,Saint Mary's,SEC,PG,6-1,73,205,SR,2023,33,129.49111353072843,9.809932843237002,3.7,1.8,1.3,19.4,0.53,0.242,0.518,0.631,2.7,7.5,10.9,16.8,0.99,0.85,114.1,102.4,-1.12,-0.07,-1.12,0.96,0.96,1.0,0.04,-2.75,33.5,0,1,Auburn,2023,1835
Damian Campbell,Texas,MVC,C,6-10,82,200,R-JR,2021,25,314.237182123819,31.423718212381903,11.5,6.3,1.0,26.4,0.453,0.255,0.134,0.795,15.7,19.3,8.5,12.0,1.74,3.61,106.2,104.3,-0.81,-0.13,-0.81,0.79,0.79,1.0,0.21,-2.75,33.5,0,1,Eastern Kentucky,2021,1836
Kofi Martin,Boise State,OVC,C,6-11,83,212,FR,2024,20,252.86143799022278,31.607679748777844,8.3,2.4,0.5,31.7,0.461,0.226,0.217,0.78,7.4,6.1,4.1,8.7,0.77,8.07,115.6,106.7,-3.75,-0.47,-3.75,0.69,0.69,0.74,0.05,-2.76,33.4,0,1,Gonzaga,2024,1837
Luke Hall,USC,MAC,W,6-6,78,223,R-JR,2021,26,241.85306886618798,23.255102775594995,10.1,2.8,2.0,18.8,0.707,0.272,0.454,0.606,5.3,10.2,16.6,11.8,1.5,2.58,116.4,99.1,-2.56,-0.31,-2.56,0.76,0.76,0.72,-0.04,-2.76,33.4,0,1,Ohio State,2021,1838
Tyrese Mitchell,Penn State,WAC,SG,6-2,74,159,JR,2022,20,206.1097316211159,25.76371645263949,8.8,1.5,1.5,27.0,0.548,0.313,0.614,0.551,0.7,7.6,12.1,11.3,2.33,0.97,108.1,100.9,-2.12,-0.22,-2.12,0.7,0.7,1.0,0.3,-2.76,33.5,0,1,Dayton,2022,1839
Will Williams,Michigan State,Big 12,C,6-10,82,183,R-FR,2021,19,60.8,8.0,7.1,4.3,0.7,16.8,0.476,0.285,0.264,0.721,6.2,17.5,5.7,10.4,1.95,6.4,116.8,93.1,-1.83,-0.06,-1.83,0.98,0.98,1.0,0.02,-2.76,33.4,0,1,Gonzaga,2021,1840
Sam White,Georgetown,A-10,SF,6-5,77,180,R-JR,2020,32,218.18130108028896,17.045414146897574,7.5,2.5,0.7,25.0,0.529,0.34,0.523,0.885,3.6,10.2,6.0,15.5,2.33,2.76,110.4,98.1,-0.52,-0.06,-0.52,0.86,0.86,0.93,0.07,-2.76,33.5,0,1,Oregon,2020,1841
Ben Reed,Butler,MVC,W,6-7,79,207,R-FR,2020,30,502.5650461768453,41.88042051473711,3.5,2.1,1.6,13.0,0.518,0.429,0.354,0.666,6.1,5.4,13.7,13.2,2.03,2.72,100.4,98.6,-3.21,-0.81,-3.21,0.79,0.79,0.93,0.14,-2.76,33.4,0,1,Penn State,2020,1842
Cameron Parker,Davidson,MAAC,F,6-4,76,202,JR,2020,29,159.4364040396975,13.744517589629092,9.5,4.8,1.0,26.4,0.536,0.362,0.161,0.588,7.4,19.1,8.2,10.0,2.45,1.0,105.7,100.9,-0.99,-0.08,-0.99,0.74,0.74,0.69,-0.05,-2.77,33.4,0,1,Tulsa,2020,1843
Uriah Gonzalez,Saint Louis,MAC,G,6-3,75,178,R-JR,2021,35,571.4091572518711,40.81493980370507,12.0,1.8,0.8,23.3,0.505,0.416,0.693,0.751,2.4,7.8,6.8,11.6,2.71,4.13,105.6,97.7,-0.66,-0.19,-0.66,0.76,0.76,0.86,0.1,-2.77,33.4,0,1,Belmont,2021,1844
Patrick Campbell,Wichita State,Big 12,PF,6-9,81,190,R-FR,2023,29,92.8,8.0,4.1,3.5,1.6,24.4,0.46,0.336,0.389,0.799,3.0,16.6,13.6,7.2,1.82,4.67,108.8,99.9,-2.85,-0.13,-2.85,0.98,0.98,0.74,-0.24,-2.77,33.4,0,1,Pittsburgh,2023,1845
Owen White,Texas,Big Ten,SF,6-4,76,180,R-JR,2023,24,319.1617576436374,33.246016421212225,5.7,3.8,1.4,20.9,0.562,0.321,0.514,0.7,5.7,15.4,11.5,9.4,2.53,3.06,93.0,102.4,-0.05,-0.01,-0.05,1.0,1.0,0.72,-0.28,-2.77,33.4,0,1,UNLV,2023,1846
Ben Phillips,Xavier,Ivy,F,6-6,78,205,R-JR,2021,33,401.05211514455647,30.38273599579973,5.2,3.5,1.3,17.5,0.483,0.198,0.241,0.662,5.5,14.2,11.1,8.1,1.19,2.4,108.3,104.9,-2.22,-0.45,-2.22,0.71,0.71,0.71,0.0,-2.78,33.3,0,1,USC,2021,1847
Evan Rivera,Mississippi State,CAA,W,6-5,77,210,FR,2020,26,395.29629895683337,38.00925951508013,8.1,4.3,1.6,19.4,0.465,0.364,0.373,0.687,2.9,21.0,13.0,8.5,1.12,1.16,124.9,97.9,-2.48,-0.49,-2.48,0.77,0.77,0.76,-0.01,-2.78,33.3,0,1,Saint Louis,2020,1848
Owen Allen,Virginia Tech,WCC,SG,6-5,77,179,R-FR,2020,21,347.32453281421965,41.34815866835949,7.8,2.4,1.6,22.5,0.497,0.367,0.206,0.769,3.2,10.0,13.4,15.8,2.79,3.98,96.1,101.2,-0.13,-0.02,-0.13,0.82,0.82,0.93,0.11,-2.78,33.3,0,1,BYU,2020,1849
Andrej Jackson,Hofstra,Big 12,G,6-4,76,207,R-FR,2021,25,447.60370649772534,44.76037064977253,7.6,2.5,2.3,14.7,0.558,0.279,0.275,0.638,3.4,10.5,19.1,25.9,1.69,2.67,108.2,98.1,-0.83,-0.19,-0.83,0.98,0.98,0.76,-0.22,-2.78,33.3,0,1,Wichita State,2021,1850
Cade Murphy,Baylor,MAAC,SG,6-2,74,218,R-JR,2020,33,372.1541747790465,28.193498089321707,9.8,2.3,2.2,26.7,0.452,0.241,0.406,0.642,2.4,10.1,18.5,19.0,0.62,0.59,104.2,94.3,-0.59,-0.11,-0.59,0.74,0.74,0.79,0.05,-2.79,33.3,0,1,Marquette,2020,1851
Owen Morgan,Xavier,MAAC,G,6-7,79,199,R-FR,2022,23,459.6047879152086,49.95704216469659,7.6,1.8,2.6,20.1,0.528,0.252,0.565,0.775,2.6,7.2,22.0,21.5,2.25,0.83,106.4,99.0,-3.08,-0.71,-3.08,0.74,0.74,0.72,-0.02,-2.79,33.3,0,1,Saint Louis,2022,1852
Quinn Edwards,UNLV,MVC,G,6-4,76,216,JR,2022,18,321.7647548671157,44.689549287099396,9.1,2.0,0.6,18.8,0.592,0.296,0.433,0.613,3.3,7.6,5.0,13.9,2.39,2.57,114.5,105.1,-2.64,-0.42,-2.64,0.79,0.79,0.86,0.07,-2.79,33.3,0,1,Louisville,2022,1853
Andre Turner,Butler,AAC,G,6-2,74,189,FR,2022,24,205.04841233246583,21.359209617965192,6.2,1.2,3.0,22.2,0.465,0.374,0.333,0.753,2.5,4.0,24.6,16.5,0.2,1.11,95.7,91.3,-2.44,-0.25,-2.44,0.83,0.83,0.74,-0.09,-2.79,33.3,0,1,Ohio State,2022,1854
Trevion Moore,Saint Mary's,OVC,C,7-0,84,201,R-JR,2021,24,201.1441667937151,20.952517374345323,8.2,4.7,1.2,24.4,0.463,0.26,0.154,0.738,12.5,13.4,9.9,8.8,1.99,7.16,90.5,93.7,-1.53,-0.15,-1.53,0.69,0.69,0.93,0.24,-2.8,33.2,0,1,Pittsburgh,2021,1855
Tyrese Lee,Nebraska,Horizon,F,6-8,80,208,JR,2021,25,238.6670069969274,23.86670069969274,6.4,4.8,1.2,20.7,0.471,0.212,0.0,0.744,7.2,19.6,9.7,13.8,2.41,2.08,122.9,101.1,-0.14,-0.02,-0.14,0.71,0.71,0.94,0.23,-2.8,33.2,0,1,Hofstra,2021,1856
Ben Gonzalez,Belmont,Horizon,PG,6-2,74,211,R-FR,2021,37,405.49039317326736,27.39799953873428,11.9,2.1,2.6,35.0,0.63,0.44,0.734,0.729,2.8,8.9,22.0,18.7,2.95,1.03,101.6,101.3,-0.4,-0.08,-0.4,0.71,0.71,0.74,0.03,-2.8,33.2,0,1,BYU,2021,1857
Andrej Carter,Northwestern,Big East,G,6-2,74,241,R-FR,2023,24,431.58439149064975,44.95670744694268,8.9,1.8,1.1,23.1,0.536,0.322,0.516,0.687,3.0,7.2,8.9,17.4,1.33,2.89,99.8,105.6,-1.69,-0.37,-1.69,0.93,0.93,0.69,-0.24,-2.8,33.2,0,1,Oregon,2023,1858
Andrej Thomas,Oklahoma,Big Ten,PF,6-9,81,191,JR,2023,26,222.28320817912092,21.37338540183855,6.3,5.2,1.0,24.9,0.499,0.299,0.109,0.568,13.9,14.8,8.5,19.5,1.58,3.81,111.8,88.4,-3.91,-0.43,-3.91,1.0,1.0,0.93,-0.07,-2.81,33.1,0,1,Indiana,2023,1859
Alex Clark,Oklahoma,CAA,W,6-8,80,231,R-FR,2020,27,257.5081706578454,23.84334913498569,10.4,4.7,1.4,25.4,0.54,0.275,0.479,0.81,11.4,14.8,11.7,8.9,4.03,2.24,110.6,89.2,-2.18,-0.28,-2.18,0.77,0.77,0.74,-0.03,-2.82,33.1,0,1,Maryland,2020,1860
Max Rivera,Belmont,AAC,C,6-10,82,233,JR,2021,25,254.0138665949118,25.401386659491184,9.2,3.2,0.5,11.1,0.547,0.373,0.319,0.747,1.0,16.7,3.9,15.9,3.25,5.47,101.3,107.6,-2.06,-0.26,-2.06,0.83,0.83,0.74,-0.09,-2.82,33.1,0,1,Boise State,2021,1861
Nathan Wright,Tulsa,Big 12,PF,6-6,78,233,R-SO,2024,28,370.9537475649714,33.12087031830102,4.3,3.9,0.2,13.6,0.435,0.294,0.261,0.629,3.5,18.1,1.0,10.6,2.79,3.88,96.2,107.1,-2.65,-0.49,-2.65,0.98,0.98,0.94,-0.04,-2.82,33.1,0,1,North Carolina,2024,1862
Ben White,Davidson,WAC,SF,6-8,80,215,R-SO,2024,28,227.72133358850172,20.3322619275448,8.5,3.8,1.4,21.5,0.484,0.338,0.414,0.607,4.3,16.6,11.3,5.0,2.05,3.91,116.5,95.7,-1.46,-0.17,-1.46,0.7,0.7,1.0,0.3,-2.82,33.1,0,1,Florida State,2024,1863
Jake Turner,Connecticut,Horizon,SF,6-3,75,217,JR,2022,19,212.9166528254746,28.0153490559835,7.9,2.1,2.3,18.4,0.421,0.206,0.649,0.754,3.9,7.6,19.1,9.5,1.18,0.73,109.3,102.9,0.01,0.0,0.01,0.71,0.71,0.82,0.11,-2.82,33.1,0,1,BYU,2022,1864
Jalen Nelson,Xavier,Horizon,SF,6-8,80,189,SR,2021,26,171.96340303869198,16.53494259987423,10.1,1.7,1.6,28.5,0.505,0.39,0.352,0.753,3.2,6.5,13.7,9.5,0.51,1.53,108.0,93.1,-1.69,-0.15,-1.69,0.71,0.71,0.79,0.08,-2.82,33.1,0,1,Oklahoma,2021,1865
Henry Murphy,Mississippi State,MAC,C,6-10,82,226,R-SO,2024,30,365.9000015331012,30.491666794425104,3.6,5.7,1.5,17.4,0.521,0.222,0.403,0.739,11.4,20.0,12.9,8.9,2.28,5.76,120.8,115.0,0.26,0.05,0.26,0.76,0.76,0.98,0.22,-2.83,33.0,0,1,Indiana,2024,1866
Zach Scott,Ohio State,MAC,PG,6-4,76,215,JR,2022,30,503.9924201629339,41.99936834691116,9.4,1.1,3.9,23.3,0.472,0.282,0.281,0.714,0.7,5.1,32.9,24.8,4.49,1.95,114.6,98.0,-1.87,-0.47,-1.87,0.76,0.76,0.76,0.0,-2.83,33.0,0,1,Oregon,2022,1867
Nick Young,James Madison,Horizon,PG,6-0,72,211,JR,2023,37,118.4,8.0,3.6,1.7,2.3,11.7,0.483,0.395,0.51,0.671,0.7,8.8,19.2,18.2,2.27,0.1,105.1,96.4,-2.3,-0.14,-2.3,0.71,0.71,0.79,0.08,-2.85,32.9,0,1,Tennessee Tech,2023,1868
Sean Evans,Eastern Kentucky,SEC,F,6-6,78,195,R-JR,2022,19,267.1831006592721,35.15567113937791,6.4,3.3,0.5,28.2,0.511,0.228,0.17,0.578,4.3,13.8,4.1,9.8,3.94,1.46,116.5,104.7,-2.98,-0.4,-2.98,0.96,0.96,0.77,-0.19,-2.85,32.9,0,1,Duquesne,2022,1869
Xavier Rodriguez,St. Bonaventure,Horizon,SF,6-7,79,224,R-JR,2021,22,269.4506459348678,30.6193915835077,7.1,2.8,3.1,19.5,0.4,0.335,0.51,0.874,2.1,13.4,25.9,8.7,1.22,2.47,109.5,100.8,-0.76,-0.1,-0.76,0.71,0.71,0.96,0.25,-2.85,32.9,0,1,Utah State,2021,1870
Evan Martin,Air Force,Big Ten,PG,6-1,73,189,JR,2024,32,154.77948347302757,12.092147146330278,11.2,2.4,3.0,19.6,0.477,0.441,0.475,0.507,4.7,8.4,24.6,19.5,3.11,1.42,97.7,99.9,-3.94,-0.31,-3.94,1.0,1.0,0.96,-0.04,-2.85,32.9,0,1,Villanova,2024,1871
Tanner Green,Villanova,CUSA,SF,6-7,79,215,R-FR,2022,28,386.2801859909218,34.489302320618016,9.1,3.2,1.4,21.4,0.486,0.428,0.392,0.676,5.7,12.2,11.3,11.0,2.99,2.71,127.8,101.8,-1.43,-0.28,-1.43,0.74,0.74,0.83,0.09,-2.85,32.9,0,1,UCLA,2022,1872
Sam Parker,TCU,Big East,SG,6-4,76,206,R-JR,2023,25,80.0,8.0,3.3,1.0,2.0,17.9,0.473,0.378,0.545,0.813,1.7,3.7,16.4,14.9,0.39,1.14,101.2,85.4,-1.68,-0.07,-1.68,0.93,0.93,0.72,-0.21,-2.85,32.9,0,1,Wisconsin,2023,1873
Cameron Martinez,Iowa State,A-10,W,6-6,78,208,JR,2024,25,406.0741378498952,40.60741378498952,2.5,3.3,2.6,12.9,0.515,0.397,0.363,0.484,4.6,13.6,21.4,8.2,3.51,2.22,106.7,104.0,-0.43,-0.09,-0.43,0.86,0.86,0.98,0.12,-2.86,32.8,0,1,Duke,2024,1874
Jaylen Garcia,Michigan State,OVC,G,6-3,75,178,R-JR,2024,32,423.44512978614256,33.08165076454239,6.4,2.9,2.5,22.4,0.48,0.4,0.485,0.812,2.8,13.1,20.5,28.6,2.77,1.12,100.2,94.4,-2.99,-0.63,-2.99,0.69,0.69,0.96,0.27,-2.86,32.8,0,1,Fordham,2024,1875
Nick Stewart,San Diego State,Big East,C,6-10,82,221,JR,2020,37,465.18599913263415,31.431486427880685,4.3,5.3,1.3,18.1,0.475,0.29,0.27,0.881,8.5,20.9,10.5,11.7,3.44,5.57,117.4,96.5,-2.16,-0.5,-2.16,0.93,0.93,0.83,-0.1,-2.86,32.8,0,1,Cincinnati,2020,1876
Reed Mitchell,Kansas,MAC,G,6-1,73,180,FR,2020,28,169.9377364157532,15.173012179977965,4.5,1.2,1.5,11.8,0.468,0.394,0.392,0.716,0.2,6.2,12.1,17.9,2.33,1.63,104.0,93.8,-3.45,-0.29,-3.45,0.76,0.76,0.98,0.22,-2.87,32.8,0,1,Florida,2020,1877
Cole Green,Connecticut,Horizon,SG,6-2,74,178,FR,2023,24,176.47055114207106,18.382349077299068,1.4,1.9,1.7,17.2,0.479,0.395,0.474,0.854,5.9,4.9,14.4,9.3,1.42,0.87,101.1,92.8,-2.62,-0.23,-2.62,0.71,0.71,0.71,0.0,-2.87,32.8,0,1,Houston,2023,1878
Luke Phillips,Louisville,ACC,C,6-11,83,177,R-FR,2023,37,197.76752779606517,13.362670797031432,11.8,4.2,0.8,26.1,0.529,0.174,0.0,0.625,8.0,15.5,7.0,5.6,2.45,3.91,93.2,96.5,-0.87,-0.09,-0.87,0.94,0.94,0.72,-0.22,-2.87,32.8,0,1,Stanford,2023,1879
Ryan Morgan,Davidson,MAC,W,6-6,78,202,R-FR,2020,21,279.38941681630337,33.26064485908373,1.0,3.2,0.9,23.5,0.475,0.381,0.394,0.833,6.8,11.1,7.9,19.8,2.97,3.3,126.8,91.2,-4.36,-0.61,-4.36,0.76,0.76,0.72,-0.04,-2.87,32.8,0,1,North Carolina,2020,1880
Quinn King,Dayton,CAA,SG,6-2,74,239,JR,2024,22,235.59699397630254,26.77238567912529,10.3,2.0,2.6,32.1,0.461,0.349,0.564,0.777,4.0,7.4,22.0,17.4,2.24,1.76,108.1,99.2,-1.01,-0.12,-1.01,0.77,0.77,0.71,-0.06,-2.87,32.8,0,1,Maryland,2024,1881
Jake Cooper,William & Mary,WAC,SG,6-4,76,194,R-JR,2021,28,400.2901923882374,35.74019574894977,11.0,1.5,1.8,25.3,0.456,0.34,0.509,0.595,1.4,6.8,15.2,13.6,3.56,2.53,103.3,116.9,-1.94,-0.39,-1.94,0.7,0.7,0.71,0.01,-2.88,32.7,0,1,Florida State,2021,1882
DeShawn Stewart,Georgetown,MAC,W,6-4,76,197,R-JR,2023,25,159.5615951479584,15.95615951479584,17.5,2.7,2.1,21.2,0.543,0.32,0.206,0.675,3.6,11.3,17.4,12.0,3.92,0.98,97.5,97.9,-1.64,-0.13,-1.64,0.76,0.76,0.71,-0.05,-2.88,32.7,0,1,UCLA,2023,1883
Reed Jackson,Louisville,Horizon,SG,6-2,74,215,R-FR,2021,36,392.69182014704336,27.27026528798912,6.5,2.2,1.3,15.6,0.577,0.354,0.725,0.644,2.5,9.5,10.9,21.1,1.73,0.11,107.3,103.1,-2.84,-0.56,-2.84,0.71,0.71,0.93,0.22,-2.88,32.7,0,1,George Mason,2021,1884
Omar Collins,USC,SEC,PF,6-10,82,178,SO,2021,29,232.11503397483102,20.009916721968192,4.4,6.3,1.0,16.9,0.455,0.43,0.271,0.734,9.8,25.3,8.5,15.3,0.2,4.2,106.6,95.0,0.13,0.01,0.13,0.96,0.96,0.74,-0.22,-2.88,32.7,0,1,Xavier,2021,1885
Mike Morgan,DePaul,MVC,C,6-9,81,201,SO,2022,37,616.2517978097472,41.63863498714508,11.5,5.9,1.7,24.3,0.486,0.2,0.386,0.681,8.2,24.4,13.9,8.6,2.09,8.06,106.8,100.7,0.54,0.17,0.54,0.79,0.79,0.71,-0.08,-2.89,32.7,0,1,Penn State,2022,1886
Uriah Walker,Notre Dame,ACC,PF,6-8,80,189,JR,2023,18,342.22068123067106,47.530650170926535,10.9,4.2,0.9,20.6,0.573,0.224,0.193,0.737,5.7,17.4,7.7,14.8,1.9,0.3,107.9,92.6,-2.76,-0.47,-2.76,0.94,0.94,0.72,-0.22,-2.89,32.7,0,1,Miami,2023,1887
Jake Reed,Clemson,Horizon,G,6-1,73,174,R-JR,2021,29,478.51120266436453,41.250965746927974,4.9,1.6,1.7,16.7,0.47,0.36,0.505,0.763,1.5,7.5,13.8,11.0,2.28,2.86,110.2,110.6,-2.46,-0.59,-2.46,0.71,0.71,0.96,0.25,-2.89,32.7,0,1,Arizona,2021,1888
Sam Brown,North Carolina,ACC,G,6-1,73,205,R-FR,2024,28,232.31748314862543,20.742632423984414,6.1,1.8,2.6,29.6,0.423,0.345,0.53,0.603,1.5,8.2,22.0,19.8,2.12,1.4,109.2,97.5,-2.51,-0.29,-2.51,0.94,0.94,0.76,-0.18,-2.89,32.7,0,1,Georgetown,2024,1889
Todd Wilson,James Madison,SEC,C,7-0,84,177,R-JR,2024,30,606.32721528835,50.52726794069583,1.2,3.6,1.4,17.1,0.445,0.48,0.103,0.677,6.8,13.3,11.8,7.3,1.37,5.27,106.9,99.1,-1.86,-0.57,-1.86,0.96,0.96,0.93,-0.03,-2.9,32.6,0,1,St. Bonaventure,2024,1890
Chris Lopez,Hofstra,OVC,PF,6-9,81,204,R-JR,2021,28,234.70124290463443,20.955468116485214,4.8,2.7,0.4,14.4,0.601,0.256,0.236,0.668,2.6,12.2,3.5,10.4,4.0,7.96,112.3,103.1,-0.47,-0.06,-0.47,0.69,0.69,0.96,0.27,-2.9,32.6,0,1,Arizona,2021,1891
Reed Lopez,Florida State,ACC,F,6-7,79,225,R-JR,2023,17,270.84803391527964,39.83059322283524,3.6,4.8,0.7,19.8,0.548,0.352,0.0,0.782,2.8,23.6,5.6,13.5,2.11,2.51,112.2,107.7,-1.79,-0.24,-1.79,0.94,0.94,0.74,-0.2,-2.9,32.6,0,1,Arizona,2023,1892
Sean Scott,Kentucky,WAC,PG,6-3,75,205,SR,2024,30,315.67548276802563,26.306290230668807,6.9,0.9,2.3,16.1,0.485,0.307,0.121,0.589,2.0,3.2,19.2,22.2,1.87,1.11,108.3,83.4,-1.67,-0.26,-1.67,0.7,0.7,1.0,0.3,-2.9,32.6,0,1,Auburn,2024,1893
Quinn Martin,Duquesne,CUSA,C,6-9,81,201,FR,2021,31,312.8599914102431,25.23064446856799,1.0,6.0,2.1,19.6,0.392,0.273,0.143,0.574,9.2,24.1,17.4,17.8,3.46,8.77,122.4,93.5,-1.47,-0.23,-1.47,0.74,0.74,0.94,0.2,-2.91,32.5,0,1,Oregon,2021,1894
Sean Taylor,Murray State,Ivy,W,6-5,77,211,R-SO,2024,19,448.58385756708924,59.024191785143316,8.0,4.1,1.4,10.6,0.51,0.35,0.284,0.774,5.5,17.4,11.9,7.6,2.44,1.25,95.7,92.8,-3.06,-0.69,-3.06,0.71,0.71,0.72,0.01,-2.91,32.5,0,1,Rutgers,2024,1895
Evan Baker,Davidson,MAC,PF,6-6,78,167,R-JR,2023,25,433.5844747213764,43.35844747213764,9.2,4.6,1.6,17.9,0.53,0.178,0.144,0.757,10.8,14.9,12.9,16.5,1.27,4.84,119.1,106.8,-0.09,-0.02,-0.09,0.76,0.76,0.96,0.2,-2.91,32.5,0,1,UNLV,2023,1896
Coleman Mitchell,Northwestern,MVC,SG,6-2,74,218,R-FR,2020,27,291.88854822385724,27.026717428134926,4.0,1.9,2.1,20.2,0.423,0.322,0.237,0.72,1.9,8.9,17.1,9.7,2.31,1.59,118.4,103.9,-3.27,-0.48,-3.27,0.79,0.79,0.76,-0.03,-2.91,32.6,0,1,Purdue,2020,1897
Brandon Evans,DePaul,OVC,F,6-7,79,176,R-FR,2021,28,470.74330398082566,42.03065214114515,7.3,4.9,0.8,24.1,0.59,0.352,0.049,0.724,2.1,25.0,6.5,10.3,0.83,1.46,109.7,110.2,1.72,0.4,1.72,0.69,0.69,1.0,0.31,-2.91,32.5,0,1,Boise State,2021,1898
Andre Anderson,Iowa State,CAA,PG,6-0,72,197,R-FR,2021,35,686.1261790324957,49.00901278803541,6.2,2.0,2.1,15.1,0.536,0.335,0.335,0.607,1.8,9.5,17.8,19.5,0.42,3.18,107.6,104.1,-1.12,-0.38,-1.12,0.77,0.77,0.7,-0.07,-2.91,32.5,0,1,BYU,2021,1899
Paul Roberts,Richmond,SEC,C,7-0,84,186,FR,2021,28,129.92139785870057,11.600124808812552,16.5,4.0,1.4,25.5,0.615,0.321,0.215,0.689,5.3,16.7,11.3,13.4,2.99,7.55,111.0,99.3,-3.44,-0.22,-3.44,0.96,0.96,0.86,-0.1,-2.92,32.5,0,1,Hofstra,2021,1900
Flynn Thompson,Providence,Sun Belt,SF,6-6,78,202,SR,2020,26,576.0939670399232,55.39365067691569,8.1,5.2,2.2,22.5,0.506,0.322,0.44,0.725,5.8,23.1,18.6,9.7,2.57,0.71,113.7,90.9,-2.29,-0.66,-2.29,0.72,0.72,0.79,0.07,-2.92,32.5,0,1,Air Force,2020,1901
Andre Edwards,Kentucky,MAAC,PF,6-7,79,237,R-FR,2022,29,284.13291319063353,24.494216654364962,9.1,3.7,1.7,31.8,0.549,0.258,0.323,0.758,8.9,11.5,14.6,12.9,1.61,2.29,113.1,93.4,-1.15,-0.16,-1.15,0.74,0.74,0.98,0.24,-2.92,32.5,0,1,Indiana,2022,1902
Elijah Cook,Iowa,Ivy,PG,6-0,72,211,JR,2024,29,236.0228626384232,20.346798503312343,7.9,1.3,3.9,13.1,0.575,0.259,0.164,0.539,0.9,6.4,32.6,15.8,0.68,1.67,110.0,94.5,-1.69,-0.2,-1.69,0.71,0.71,0.76,0.05,-2.92,32.5,0,1,Michigan,2024,1903
Malik Lopez,Seton Hall,AAC,SF,6-6,78,193,R-FR,2021,20,128.9786334097154,16.122329176214425,1.0,4.8,1.4,12.8,0.473,0.398,0.316,0.631,6.7,19.8,11.9,9.5,1.8,0.1,113.6,102.1,-2.71,-0.17,-2.71,0.83,0.83,0.7,-0.13,-2.92,32.5,0,1,Auburn,2021,1904
Malik Green,Houston,MAAC,PF,6-7,79,171,R-JR,2022,37,404.10310000139543,27.3042635136078,1.0,6.4,0.8,15.9,0.599,0.284,0.406,0.62,4.2,31.4,7.1,4.9,1.38,3.43,118.5,99.2,-2.38,-0.48,-2.38,0.74,0.74,0.72,-0.02,-2.92,32.5,0,1,Memphis,2022,1905
Malik White,Xavier,CAA,SG,6-3,75,207,R-FR,2021,25,466.09747211021045,46.609747211021045,9.7,0.6,2.2,21.8,0.533,0.347,0.229,0.826,1.4,2.0,18.2,17.3,1.01,1.49,119.3,107.4,-0.27,-0.06,-0.27,0.77,0.77,1.0,0.23,-2.93,32.4,0,1,Austin Peay,2021,1906
